,HEK293T,HeLa,A549,HaCaT,MCF7,HUH7,PC3,Tera1,JEG3,SKNSH
10_miRNA_full_repeat_x6_22,0.13815031032775524,0.01462645701303197,0.020660023006796268,0.02074908326485746,0.05566282023816297,0.783777703717751,0.011683089879697519,0.7238368794849792,0.7518514254861747,0.022758797332420793
10_miRNA_full_repeat_x6_23,0.8744894085218824,0.6904931832690275,0.6309408742234882,0.02553708442797301,0.1728700976152631,0.6408625980399214,0.601053784718288,0.34366212209977715,0.8661827478496688,0.92200822005422
10_miRNA_full_repeat_x6_24,0.13853340356207,0.011299736320889937,0.01868716332978193,0.011656000987775406,0.09347417084131224,0.5649172391164488,0.009955930123357278,0.6098752640966915,0.5127986962015616,0.019855806053580904
10_miRNA_full_repeat_x6_25,0.06574790581412902,0.011589603842469728,0.016105122092276818,0.009176315256564533,0.03003547793627104,0.4900216518684826,0.009620489460334843,0.398183851968524,0.5245608806016521,0.02593173285688301
10_miRNA_full_repeat_x6_26,0.8575059357941467,0.8216621167238805,0.6769245851406247,0.6654987991494162,0.9401873189458192,0.8343740024715836,0.6112223634978297,0.8051718938116597,0.6513887059441781,0.6376521746549703
10_miRNA_full_repeat_x6_27,2.211306685502455,2.7797312480018506,1.7525760198185438,3.845203427855997,1.8684696501710594,1.8948913894404849,2.9046295414600736,2.5946202636317413,2.7755819061555114,2.5301971457767047
10_miRNA_full_repeat_x6_28,0.6333434852051826,0.5114393632888912,0.4592119399290126,0.42367112461094497,0.6347121007965495,0.44562611888040077,0.4333130287573122,0.5269503201838349,0.5033860047361374,0.5852792392142434
10_miRNA_full_repeat_x6_29,1.144216869749047,1.0798694309838162,0.7664048925262923,1.0129689944797655,0.8412825091101495,1.0515393283921153,0.8471814386417738,0.8736510113966569,0.7941005561158873,1.248856113552345
10_miRNA_full_repeat_x6_30,1.1645788490029156,0.7000984035811049,0.4800876945839691,0.6188189191124965,0.9946902372748665,1.0574368724684993,0.19294889997012543,1.011071480380754,0.9463365616925077,0.9593962695583265
10_miRNA_full_repeat_x6_31,0.9384310916806805,1.029443775264064,0.6539895761041201,0.5705035666363758,0.804036004817396,0.7710298433272478,0.6739659594586985,0.6260059583649442,0.6837654046168974,0.7868900630438814
10_miRNA_full_repeat_x6_32,1.0693191659743264,1.0602310175110075,0.8803513138187837,0.986533700424844,0.6762635092198201,0.9919189001606603,0.9123495085366066,1.0324687329103739,0.8059776393530912,1.1792524596488443
10_miRNA_full_repeat_x6_33,0.7156444779066349,0.4503305149823253,0.4753961833600545,0.3041168116052451,0.7916578623102843,0.43242507498242383,0.41712048310052735,0.37678118833432894,0.38650211046248134,0.609643960397367
10_miRNA_full_repeat_x6_34,1.0150471804944237,1.0805090231855474,0.8490524024686308,0.8457844070021516,0.5932713028752726,1.001997936172901,0.7925838786791837,0.8591564892132386,0.7907027799534635,1.0571379332683166
10_miRNA_full_repeat_x6_35,0.9926203313105177,0.9182274000168319,1.0289125899572749,0.6600166941998499,1.1820660271675587,1.1295839492612836,0.569215642921156,0.9448597615973582,0.8359475262449799,0.8676509600931813
10_miRNA_full_repeat_x6_36,0.805333870368358,1.0101086377628552,1.0141608522920762,0.8702034423414817,1.0683816401692814,0.8848933470232623,0.9943079318226635,0.7737901263186528,0.5714537403778309,1.0132156078480834
10_miRNA_full_repeat_x6_37,0.7586215769984769,0.6412235411330106,0.6450578955827558,0.43862467993377946,0.8983385586959433,0.6941916672735904,0.5103242833876838,0.6959666420919001,0.6468943866041126,0.7991311247077026
10_miRNA_full_repeat_x6_38,0.5588303246058365,0.7129946369183332,0.7027098649481704,0.71052117671569,0.9269803723347445,0.8070946561660396,0.6098561420547528,0.674387709978112,0.7382923444406786,0.9561205325835717
10_miRNA_full_repeat_x6_39,0.8209298008490261,0.944412320016635,1.1375702997787955,0.5414770879235637,0.9105816275065735,1.1476379373261307,0.543296682233969,0.5884604825710653,0.5728406821307638,0.7776686284415483
10_miRNA_full_repeat_x6_40,0.6735522371789238,0.9655263706478933,1.4625788745089392,1.2247957348410534,1.9105425161694947,1.0543336774460028,1.218016339581101,1.6197339599234433,1.5318076897530575,1.8421132594470464
10_miRNA_full_repeat_x6_41,0.2841404107799443,0.5599631943745051,0.5145615622906118,0.5801464030042384,0.5768835487064456,0.499712584250535,0.3273736410552639,0.6519243629222097,0.7287578142035154,0.5307486056173155
10_miRNA_full_repeat_x6_42,0.492258576438928,0.5163072221872745,0.4330197008409765,0.8021593891922363,0.5898585176609409,0.8254748678058306,0.6099935034982417,0.7213230928856472,0.8588712970520341,0.2485154818942393
10_miRNA_full_repeat_x6_43,1.135205648484704,0.8219361982490434,0.780659372922222,0.872054994608976,0.9393258497107536,0.7804163784805443,0.8580051355216614,1.0781732633296732,0.8484004234187859,1.145318015627297
10_miRNA_full_repeat_x6_44,0.10615848947293642,0.23393054077740008,0.3263040751045474,0.2723955575497423,0.040613042356188095,0.3267841583113269,0.06304436612339444,0.0933410187764831,0.45819626035255223,0.16386440442377934
10_miRNA_full_repeat_x6_45,0.5952138665256304,0.24762576530745584,0.25203339729047425,0.40123902884436774,0.4780838843330567,0.5145581489997367,0.4422204341648927,0.5914916087921238,2.4717871216483145,0.6937260999458639
